"NAME,C,38","CNG02,C,254","COUNTY,C,254","LEG02,C,254","VTD,C,254","MCD,C,254","STATE,C,254","VTD_1,C,254","PLACE,C,254","UNADJPOP,C,254","ADJ_POPULA,N,19,5","ADJ_WHITE,N,19,5","ADJ_BLACK,N,19,5","ADJ_AMINDI,N,19,5","ADJ_ASIAN,N,19,5","ADJ_HAWAII,N,19,5","ADJ_OTHER,N,19,5","ADJ_18__PO,N,19,5","ADJ2_RACES,N,19,5","UNADJHISP,N,19,5","ADJ_18__WH,N,19,5","ADJ_18__BL,N,19,5","ADJ_18__IN,N,19,5","ADJ_18__AS,N,19,5","ADJ_18__HW,N,19,5","ADJ_18__OT,N,19,5","HU_OCCUPIE,N,19,5","HOUSING_UN,N,19,5"
Frederick Precinct 02-009,2406,24021,2403A,2402102-009,2402190132,24,02-009,,3332,3337,2666,401,9,74,1,62,2717,124,242,2250,293,8,58,1,50,1161,1281
Frederick Precinct 02-011,2406,24021,2403A,2402102-011,2402190132,24,02-011,,4504,4517,2981,868,23,235,1,224,3668,185,544,2560,646,19,187,1,158,2135,2310
Frederick Precinct 07-004,2406,24021,2403B,2402107-004,2402190592,24,07-004,,2849,2849,2215,178,2,316,0,54,1931,84,216,1532,114,2,212,0,37,930,970
Frederick Precinct 09-003,2406,24021,2403B,2402109-003,2402190776,24,09-003,,1970,1971,1741,117,1,51,0,16,1453,45,61,1293,86,1,39,0,13,684,727
Frederick Precinct 02-003,2406,24021,2403A,2402102-003,2402190132,24,02-003,,4106,4133,3397,523,26,48,1,47,3456,91,148,2944,367,21,43,1,32,2003,2291
Frederick Precinct 02-007,2406,24021,2403A,2402102-007,2402190132,24,02-007,,4514,4526,3423,649,4,138,3,148,3615,161,362,2850,491,4,100,2,101,1871,1999
Frederick Precinct 02-018,2406,24021,2403A,2402102-018,2402190132,24,02-018,,2338,2338,1670,371,2,172,3,42,1560,78,182,1130,238,2,123,3,32,725,768
Frederick Precinct 09-008,2406,24021,2403A,2402109-008,2402190776,24,09-008,2474560,1657,1659,1471,89,2,59,0,11,1205,27,87,1093,55,2,41,0,6,650,673
Frederick Precinct 13-002,2406,24021,2403A,2402113-002,2402191140,24,13-002,,748,749,615,72,9,18,0,9,585,26,43,498,52,4,13,0,6,309,339
Frederick Precinct 21-002,2406,24021,2403A,2402121-002,2402191876,24,21-002,,2478,2480,1902,283,5,144,1,55,1789,90,147,1447,169,3,97,1,36,958,1009
Frederick Precinct 21-003,2406,24021,2403A,2402121-003,2402191876,24,21-003,,4360,4360,3332,476,20,302,10,100,3099,120,289,2457,282,10,220,6,68,1470,1557
Frederick Precinct 02-010,2406,24021,2403A,2402102-010,2402190132,24,02-010,,6063,6074,4108,1186,12,270,8,239,4390,251,697,3164,768,9,198,5,142,2048,2136
Frederick Precinct 20-001,2406,24021,2404A,2402120-001,2402191784,24,20-001,,3115,3117,2977,42,11,24,3,21,2459,39,84,2377,27,10,17,3,13,1183,1248
Washington Precinct 08-001,2406,24043,2402B,2404308-001,2404390728,24,08-001,,2478,2481,2432,21,4,6,0,0,1948,18,32,1921,12,3,3,0,0,929,1001
Frederick Precinct 12-001,2406,24021,2403B,2402112-001,2402191048,24,12-001,,3299,3301,2825,268,5,61,1,29,2375,112,129,2081,184,4,42,1,17,1105,1169
Frederick Precinct 22-001,2406,24021,2403B,2402122-001,2402191968,24,22-001,,1553,1554,1481,37,7,6,0,1,1223,22,27,1169,28,5,5,0,1,594,630
Washington Precinct 19-001,2406,24043,2402B,2404319-001,2404391736,24,19-001,,2519,2524,2424,49,12,7,0,11,1851,21,43,1786,33,7,5,0,7,868,912
Washington Precinct 06-002,2406,24043,2402B,2404306-002,2404390544,24,06-002,,3419,3421,3258,78,4,36,3,18,2587,24,91,2491,44,4,28,2,8,1269,1360
Washington Precinct 06-001,2406,24043,2402B,2404306-001,2404390544,24,06-001,,2697,2697,2580,44,9,21,0,19,2120,24,58,2046,32,7,12,0,14,1025,1085
Washington Precinct 16-001,2406,24043,2402B,2404316-001,2404391460,24,16-001,,3852,3859,3568,79,13,98,0,18,2999,83,85,2821,45,9,68,0,15,1412,1522
Washington Precinct 02-001,2406,24043,2402A,2404302-001,2404390176,24,02-001,,4366,4373,4119,128,3,60,0,10,3453,53,54,3299,76,3,40,0,8,1813,1979
Washington Precinct 23-001,2406,24043,2401C,2404323-001,2404392104,24,23-001,,5266,5270,5055,112,3,23,1,19,3985,57,111,3872,60,3,17,1,10,1921,2018
Washington Precinct 26-003,2406,24043,2402A,2404326-003,2404392380,24,26-003,,3251,3253,3075,47,3,55,1,19,2571,53,61,2461,34,2,39,1,8,1342,1410
Washington Precinct 26-001,2406,24043,2402A,2404326-001,2404392380,24,26-001,,4738,4750,4257,238,15,78,0,37,3555,125,146,3313,133,8,45,0,20,1897,2015
Washington Precinct 24-001,2406,24043,2402A,2404324-001,2404392196,24,24-001,,803,805,761,14,4,13,0,3,654,10,14,624,11,4,10,0,1,325,360
Washington Precinct 26-002,2406,24043,2402A,2404326-002,2404392380,24,26-002,,2780,2787,2470,116,4,51,0,80,2288,66,138,2067,90,3,37,0,57,1246,1354
Washington Precinct 10-002,2406,24043,2402A,2404310-002,2404390912,24,10-002,,3301,3277,2746,265,4,129,4,55,2359,74,183,2046,175,3,78,4,32,1229,1304
Washington Precinct 24-002,2406,24043,2402C,2404324-002,2404392196,24,24-002,,482,482,321,159,0,0,0,2,465,0,7,306,157,0,0,0,2,20,22
Washington Precinct 03-004,2406,24043,2402C,2404303-004,2404390268,24,03-004,2436075,2662,2702,1848,564,3,20,1,50,1776,216,135,1372,310,2,18,1,26,981,1144
Washington Precinct 03-003,2406,24043,2402C,2404303-003,2404390268,24,03-003,2436075,2957,2988,2221,516,5,26,4,54,2040,162,162,1666,281,3,20,1,35,1092,1174
Washington Precinct 03-002,2406,24043,2402C,2404303-002,2404390268,24,03-002,2436075,1907,1930,1625,182,2,3,0,22,1427,96,73,1260,116,2,3,0,15,799,905
Washington Precinct 13-001,2406,24043,2402A,2404313-001,2404391184,24,13-001,,3870,3872,3737,41,3,28,0,14,2966,49,62,2885,30,3,16,0,9,1421,1505
Washington Precinct 25-004,2406,24043,2402C,2404325-004,2404392288,24,25-004,2436075,3391,3410,2394,637,7,94,1,110,2415,167,235,1834,386,3,71,0,60,1232,1362
Washington Precinct 25-002,2406,24043,2402C,2404325-002,2404392288,24,25-002,2436075,4036,4081,3279,521,10,23,2,63,2962,183,155,2514,325,5,18,1,40,1496,1711
Washington Precinct 13-002,2406,24043,2402A,2404313-002,2404391184,24,13-002,,2044,2046,1760,163,12,41,0,19,1558,51,72,1382,98,8,35,0,15,840,879
Washington Precinct 10-004,2406,24043,2402C,2404310-004,2404390912,24,10-004,,1076,1080,1024,22,0,4,5,10,951,15,11,922,15,0,3,2,3,572,613
Washington Precinct 10-001,2406,24043,2402B,2404310-001,2404390912,24,10-001,,5717,3710,3370,110,7,74,6,45,2841,98,142,2670,29,7,53,4,32,1617,1745
Washington Precinct 03-001,2406,24043,2402C,2404303-001,2404390268,24,03-001,2436075,1411,1437,1144,218,5,7,2,16,1281,45,49,1050,185,5,7,0,6,975,1103
Washington Precinct 25-001,2406,24043,2402C,2404325-001,2404392288,24,25-001,2436075,1600,1666,643,856,10,7,0,21,1226,129,86,531,627,8,5,0,14,654,803
Washington Precinct 22-001,2406,24043,2402C,2404322-001,2404392012,24,22-001,2436075,3534,3606,2646,630,12,17,1,94,2700,206,235,2071,467,10,15,1,51,1489,1857
Washington Precinct 17-002,2406,24043,2402C,2404317-002,2404391552,24,17-002,2436075,4620,4651,3775,521,18,46,4,84,3609,203,228,3091,341,16,38,4,54,1992,2243
Washington Precinct 17-001,2406,24043,2402C,2404317-001,2404391552,24,17-001,2436075,2346,2369,1773,368,3,66,0,63,1884,96,180,1493,254,3,55,0,48,1062,1228
Washington Precinct 22-002,2406,24043,2402C,2404322-002,2404392012,24,22-002,2436075,3150,3164,2264,523,8,91,4,96,2289,178,252,1760,341,5,63,2,63,1276,1367
Washington Precinct 10-003,2406,24043,2402C,2404310-003,2404390912,24,10-003,,2072,2075,1812,120,11,45,4,33,1664,50,133,1496,86,6,35,2,21,866,912
Washington Precinct 21-002,2406,24043,2402C,2404321-002,2404391920,24,21-002,2436075,3038,3051,2476,340,5,39,1,74,2443,116,189,2068,237,5,27,1,52,1318,1411
Washington Precinct 21-003,2406,24043,2402C,2404321-003,2404391920,24,21-003,2436075,1510,1515,1345,104,3,20,2,7,1175,34,28,1059,78,3,17,2,6,653,725
Washington Precinct 27-001,2406,24043,2402A,2404327-001,2404392472,24,27-001,,3057,3058,2812,92,7,90,0,12,2432,45,54,2257,73,7,69,0,8,1239,1312
Washington Precinct 21-001,2406,24043,2402C,2404321-001,2404391920,24,21-001,2436075,3500,3502,2774,407,12,46,8,82,2593,173,225,2158,256,12,34,6,57,1430,1649
Washington Precinct 27-002,2406,24043,2402A,2404327-002,2404392472,24,27-002,,4282,4294,3531,379,5,156,4,102,3202,117,263,2712,251,3,109,3,66,1514,1617
Washington Precinct 18-002,2406,24043,2402B,2404318-002,2404391644,24,18-002,,3522,3529,3118,269,4,53,0,19,2789,66,77,2525,178,4,42,0,17,1489,1630
Washington Precinct 18-003,2406,24043,2402B,2404318-003,2404391644,24,18-003,2467000,4643,4646,3511,567,10,284,2,85,3323,187,299,2644,360,7,188,2,54,1818,1954
Washington Precinct 18-001,2406,24043,2402B,2404318-001,2404391644,24,18-001,,2737,2738,2577,64,5,32,3,27,2142,30,47,2051,34,5,19,1,13,1059,1133
Washington Precinct 09-001,2406,24043,2402A,2404309-001,2404390820,24,09-001,,2918,2919,2813,36,2,19,0,3,2207,46,25,2156,19,2,12,0,3,1077,1142
Charles Precinct 03-001,2405,24017,24028,2401703-001,2401790216,24,03-001,,3401,3414,2192,1075,43,13,1,18,2605,72,49,1712,798,37,10,1,10,1208,1407
Charles Precinct 02-001,2405,24017,24028,2401702-001,2401790124,24,02-001,,2093,2100,1689,337,11,10,0,7,1613,46,35,1319,247,9,8,0,6,737,816
Charles Precinct 10-001,2405,24017,24028,2401710-001,2401790860,24,10-001,,4162,4185,2009,1883,31,93,0,27,3148,142,88,1583,1385,28,59,0,19,1442,1609
Charles Precinct 07-002,2405,24017,24028,2401707-002,2401790584,24,07-002,2441500,3837,3858,1382,2148,48,101,2,32,2776,145,117,1103,1454,37,78,2,23,1390,1553
Charles Precinct 07-003,2405,24017,24028,2401707-003,2401790584,24,07-003,,4482,4500,1768,2298,85,143,4,40,3384,162,127,1423,1672,75,103,4,24,1574,1674
Charles Precinct 07-001,2405,24017,24028,2401707-001,2401790584,24,07-001,,2153,2157,1721,308,15,34,3,17,1659,59,93,1352,226,10,25,3,12,781,864
Charles Precinct 07-004,2405,24017,24028,2401707-004,2401790584,24,07-004,,3462,3471,1178,2028,14,64,1,31,2523,155,155,985,1383,11,49,1,25,1235,1364
St. Mary's Precinct 03-004,2405,24037,2429A,2403703-004,2403790256,24,03-004,,2335,2335,2099,34,5,153,0,2,1701,42,65,1541,25,5,111,0,2,842,910
St. Mary's Precinct 03-003,2405,24037,2429B,2403703-003,2403790256,24,03-003,,2867,2871,2599,147,3,57,0,2,2005,63,72,1827,103,2,38,0,1,966,1068
Charles Precinct 01-002,2405,24017,24028,2401701-002,2401790032,24,01-002,,3156,3159,2442,538,30,65,2,13,2443,69,60,1901,416,23,56,2,6,1117,1195
Charles Precinct 04-002,2405,24017,24028,2401704-002,2401790308,24,04-002,,2253,2259,1901,256,12,28,0,12,1739,50,39,1467,203,11,22,0,9,802,871
Charles Precinct 01-003,2405,24017,24028,2401701-003,2401790032,24,01-003,,2962,2968,2096,731,16,44,2,5,2365,74,68,1692,585,13,39,2,4,1007,1084
Charles Precinct 01-004,2405,24017,24028,2401701-004,2401790032,24,01-004,,3172,3182,2549,464,21,58,1,31,2495,58,94,2018,359,20,43,1,20,1151,1198
Charles Precinct 05-001,2405,24017,24028,2401705-001,2401790400,24,05-001,,4591,4599,3738,663,33,29,0,14,3607,122,77,2954,531,28,24,0,11,1811,2215
Charles Precinct 04-001,2405,24017,24028,2401704-001,2401790308,24,04-001,,3592,3598,3161,314,9,35,0,18,2569,61,72,2267,245,9,14,0,9,1131,1173
Charles Precinct 08-001,2405,24017,24028,2401708-001,2401790676,24,08-001,,3043,2900,2257,507,14,65,1,8,2249,48,64,1766,388,12,51,1,5,986,1033
Charles Precinct 06-001,2405,24017,24028,2401706-001,2401790492,24,06-001,,3029,3032,2282,547,39,64,2,26,2374,72,81,1830,410,29,49,2,15,1080,1117
Charles Precinct 06-014,2405,24017,24028,2401706-014,2401790492,24,06-014,2406615,5238,5243,1965,2741,34,167,6,81,3628,249,228,1490,1832,23,125,4,47,1690,1750
Allegany Precinct 29-002,2406,24001,2401B,2400129-002,2400192580,24,29-002,,2125,2125,2015,30,3,42,0,4,1719,31,15,1643,22,2,33,0,3,911,991
Allegany Precinct 06-006,2406,24001,2401B,2400106-006,2400190463,24,06-006,,3609,2101,1926,123,2,4,1,9,1727,36,29,1578,116,1,4,1,8,859,940
Allegany Precinct 06-005,2406,24001,2401C,2400106-005,2400190463,24,06-005,,1494,1496,1294,70,1,76,3,4,1209,48,35,1048,60,0,67,3,4,612,688
Allegany Precinct 06-003,2406,24001,2401C,2400106-003,2400190463,24,06-003,,982,986,902,46,1,9,0,6,804,22,8,745,39,1,5,0,2,471,514
Allegany Precinct 29-001,2406,24001,2401B,2400129-001,2400192580,24,29-001,,2398,2398,2303,31,1,35,0,3,1902,25,18,1845,19,1,24,0,3,1003,1070
Allegany Precinct 06-001,2406,24001,2401C,2400106-001,2400190463,24,06-001,,1872,1877,1734,86,0,19,0,3,1527,35,27,1424,73,0,13,0,2,935,1119
Allegany Precinct 20-000,2406,24001,2401B,2400120-000,2400191747,24,20-000,,2118,2119,2075,9,6,4,0,1,1680,24,17,1655,4,4,3,0,1,842,913
Allegany Precinct 04-005,2406,24001,2401C,2400104-005,2400190281,24,04-005,,1186,1190,1149,20,1,1,0,0,932,19,2,914,10,0,1,0,0,490,565
Allegany Precinct 04-003,2406,24001,2401C,2400104-003,2400190281,24,04-003,2421325,1921,1929,1741,103,4,16,0,7,1465,58,19,1361,66,4,13,0,5,806,993
Allegany Precinct 04-002,2406,24001,2401C,2400104-002,2400190281,24,04-002,,1628,1636,1349,190,14,9,0,7,1126,67,23,964,123,13,7,0,2,639,825
Allegany Precinct 04-008,2406,24001,2401C,2400104-008,2400190281,24,04-008,,2019,2020,1858,96,2,5,1,10,1604,48,12,1514,66,2,5,1,3,1011,1069
Allegany Precinct 04-004,2406,24001,2401C,2400104-004,2400190281,24,04-004,,1735,1737,1642,47,2,9,1,2,1427,34,14,1365,37,1,7,1,0,750,831
Allegany Precinct 14-000,2406,24001,2401C,2400114-000,2400191197,24,14-000,2421325,951,959,862,70,3,6,1,4,864,13,23,786,57,3,6,1,3,544,699
Allegany Precinct 05-004,2406,24001,2401C,2400105-004,2400190372,24,05-004,,1897,1903,1737,89,3,2,5,4,1497,63,19,1398,68,3,1,1,2,778,888
Allegany Precinct 23-000,2406,24001,2401B,2400123-000,2400192024,24,23-000,,3046,3060,2693,220,10,17,3,5,2372,112,33,2142,175,8,12,2,3,1330,1624
Allegany Precinct 05-006,2406,24001,2401B,2400105-006,2400190372,24,05-006,,796,798,789,3,0,0,0,1,626,5,0,621,3,0,0,0,0,319,343
Allegany Precinct 22-000,2406,24001,2401C,2400122-000,2400191928,24,22-000,,3147,3155,2689,352,7,27,2,3,2560,75,44,2187,316,5,17,1,3,1220,1511
Allegany Precinct 16-000,2406,24001,2401C,2400116-000,2400191380,24,16-000,,3591,3594,2672,856,0,19,0,20,3188,27,364,2290,854,0,16,0,13,860,987
Allegany Precinct 34-000,2406,24001,2401B,2400134-000,2400192856,24,34-000,,1634,1635,1603,6,0,2,1,3,1347,20,12,1326,5,0,0,1,3,723,791
Allegany Precinct 21-000,2406,24001,2401B,2400121-000,2400191840,24,21-000,,1213,1213,1186,4,5,4,1,1,956,12,4,937,3,5,4,1,1,500,582
Allegany Precinct 02-000,2406,24001,2401C,2400102-000,2400190096,24,02-000,,1182,1183,1160,5,6,0,0,1,945,11,10,927,4,5,0,0,1,490,660
Allegany Precinct 03-000,2406,24001,2401C,2400103-000,2400190188,24,03-000,,1048,1048,1027,7,1,0,0,1,852,12,9,841,2,1,0,0,1,442,603
Allegany Precinct 01-000,2406,24001,2401C,2400101-000,2400190004,24,01-000,,936,936,909,19,1,2,0,0,746,5,10,737,4,0,2,0,0,377,489
Washington Precinct 05-001,2406,24043,2401C,2404305-001,2404390452,24,05-001,,3381,3388,3319,17,14,19,0,2,2650,17,11,2599,10,11,14,0,2,1410,1606
Frederick Precinct 25-001,2406,24021,2403B,2402125-001,2402192244,24,25-001,2410900,4763,4770,4240,287,9,47,1,46,3612,140,196,3286,198,7,31,1,29,1850,2006
Washington Precinct 15-001,2406,24043,2401C,2404315-001,2404391368,24,15-001,,2019,2021,1988,2,0,5,0,6,1591,20,16,1572,2,0,4,0,3,779,842
Washington Precinct 04-001,2406,24043,2401C,2404304-001,2404390360,24,04-001,,3080,3087,3011,15,5,19,0,3,2405,34,26,2357,13,3,14,0,2,1171,1258
Washington Precinct 11-002,2406,24043,2403B,2404311-002,2404391000,24,11-002,,702,703,684,6,3,1,0,0,564,9,1,548,6,2,1,0,0,279,300
Washington Precinct 01-001,2406,24043,2402B,2404301-001,2404390084,24,01-001,,3286,3287,3175,10,4,8,0,4,2587,86,49,2514,8,4,6,0,4,1244,1380
Washington Precinct 20-001,2406,24043,2402B,2404320-001,2404391828,24,20-001,,2177,2178,2120,10,6,16,0,4,1722,22,17,1683,6,6,9,0,3,814,852
Washington Precinct 12-001,2406,24043,2402B,2404312-001,2404391092,24,12-001,,6966,3639,2899,657,6,12,2,7,2975,56,269,2298,618,4,10,2,5,985,1063
Washington Precinct 11-001,2406,24043,2403B,2404311-001,2404391000,24,11-001,,1172,1176,1132,19,5,9,0,0,933,11,10,899,16,5,8,0,0,449,502
Garrett Precinct 08-002,2406,24023,2401A,2402308-002,2402390688,24,08-002,,971,972,954,12,0,0,0,0,747,6,6,738,5,0,0,0,0,353,417
Garrett Precinct 08-001,2406,24023,2401A,2402308-001,2402390688,24,08-001,,760,761,753,0,1,1,0,0,573,6,3,568,0,1,1,0,0,298,357
Garrett Precinct 14-002,2406,24023,2401A,2402314-002,2402391236,24,14-002,,1417,1418,1386,13,4,11,0,0,1057,4,7,1042,6,4,4,0,0,526,607
Garrett Precinct 07-001,2406,24023,2401A,2402307-001,2402390596,24,07-001,,2419,2425,2367,9,1,10,0,11,1904,27,21,1865,7,1,8,0,8,1014,1396
Garrett Precinct 16-001,2406,24023,2401A,2402316-001,2402391420,24,16-001,,3485,3489,3438,9,2,6,0,2,2646,32,23,2617,7,2,2,0,0,1368,1524
Garrett Precinct 10-001,2406,24023,2401A,2402310-001,2402390872,24,10-001,,2010,2010,2001,2,1,2,0,0,1535,4,14,1530,2,1,0,0,0,791,1354
Garrett Precinct 14-001,2406,24023,2401A,2402314-001,2402391236,24,14-001,,2973,2979,2936,9,5,8,0,5,2418,16,21,2387,4,4,6,0,5,1303,2263
Garrett Precinct 06-001,2406,24023,2401A,2402306-001,2402390504,24,06-001,,2188,2188,2049,102,6,11,0,8,1811,12,24,1684,95,6,10,0,7,946,2931
Garrett Precinct 13-001,2406,24023,2401A,2402313-001,2402391144,24,13-001,,716,717,714,0,1,0,0,0,563,2,2,560,0,1,0,0,0,280,358
Garrett Precinct 01-001,2406,24023,2401A,2402301-001,2402390044,24,01-001,,1829,1831,1818,2,0,4,0,2,1488,5,6,1477,2,0,3,0,2,775,2182
Garrett Precinct 02-001,2406,24023,2401A,2402302-001,2402390136,24,02-001,,1924,1925,1890,4,6,3,0,1,1548,21,12,1524,4,5,2,0,1,813,1089
Garrett Precinct 05-001,2406,24023,2401A,2402305-001,2402390412,24,05-001,,1859,1860,1811,17,6,5,0,2,1444,19,8,1425,8,5,2,0,0,752,1024
Garrett Precinct 12-001,2406,24023,2401A,2402312-001,2402391052,24,12-001,,1004,1005,956,42,0,0,0,0,726,7,0,709,15,0,0,0,0,340,421
Garrett Precinct 04-001,2406,24023,2401A,2402304-001,2402390320,24,04-001,,836,836,795,38,0,1,0,0,655,2,6,640,14,0,1,0,0,318,407
Garrett Precinct 11-001,2406,24023,2401A,2402311-001,2402390960,24,11-001,,188,188,165,22,0,1,0,0,140,0,4,137,2,0,1,0,0,66,113
Allegany Precinct 08-000,2406,24001,2401A,2400108-000,2400190647,24,08-000,,3457,3457,3397,19,0,7,1,4,2806,29,19,2765,17,0,6,1,3,1426,1711
Allegany Precinct 09-000,2406,24001,2401A,2400109-000,2400190740,24,09-000,,1373,1373,1353,1,1,3,1,0,1114,14,7,1104,0,1,3,1,0,573,633
Allegany Precinct 10-000,2406,24001,2401A,2400110-000,2400190832,24,10-000,,2129,2134,2100,13,0,3,0,0,1655,18,6,1637,6,0,3,0,0,842,952
Allegany Precinct 31-000,2406,24001,2401B,2400131-000,,24,31-000,,1580,1582,1553,5,3,8,0,0,1275,13,5,1255,4,3,7,0,0,666,739
Garrett Precinct 03-002,2406,24023,2401A,2402303-002,2402390228,24,03-002,,827,827,814,1,1,4,0,0,627,7,11,620,1,1,1,0,0,321,408
Garrett Precinct 03-001,2406,24023,2401A,2402303-001,2402390228,24,03-001,,2837,2839,2802,10,8,2,0,0,2173,17,24,2149,4,7,1,0,0,1095,1225
Garrett Precinct 15-001,2406,24023,2401A,2402315-001,2402391328,24,15-001,,550,550,546,2,0,0,0,0,421,2,2,420,0,0,0,0,0,209,247
Garrett Precinct 09-001,2406,24023,2401A,2402309-001,2402390780,24,09-001,,1304,1304,1272,7,1,7,0,8,988,9,26,969,4,1,4,0,5,489,531
Allegany Precinct 18-000,2406,24001,2401A,2400118-000,2400191595,24,18-000,,2160,2160,2128,4,0,8,0,5,1685,15,11,1665,3,0,7,0,2,862,944
Allegany Precinct 26-000,2406,24001,2401B,2400126-000,2400192300,24,26-000,,5422,5423,4171,993,13,96,5,24,4961,121,128,3747,975,12,93,5,24,1662,1844
Allegany Precinct 11-000,2406,24001,2401B,2400111-000,2400190926,24,11-000,,1236,1236,1186,19,3,16,0,2,1016,10,29,981,17,3,12,0,2,498,547
Allegany Precinct 12-000,2406,24001,2401B,2400112-000,2400191012,24,12-000,,3405,3408,3183,125,2,48,2,16,2832,32,48,2646,116,2,33,2,13,1501,1629
Allegany Precinct 24-000,2406,24001,2401B,2400124-000,2400192116,24,24-000,,1906,1908,1865,9,0,11,2,1,1574,20,9,1550,8,0,8,2,1,778,854
Allegany Precinct 07-002,2406,24001,2401B,2400107-002,2400190555,24,07-002,,2164,2166,2064,21,0,28,0,8,1655,45,23,1596,20,0,20,0,3,882,945
Allegany Precinct 29-003,2406,24001,2401B,2400129-003,2400192580,24,29-003,,1650,1651,1601,13,2,16,0,0,1347,19,9,1310,12,2,13,0,0,717,765
Allegany Precinct 13-000,2406,24001,2401B,2400113-000,2400191104,24,13-000,,2358,2364,2307,11,0,5,0,14,1890,27,20,1853,10,0,4,0,5,950,1075
Allegany Precinct 07-001,2406,24001,2401B,2400107-001,2400190555,24,07-001,,3719,2568,2256,271,9,7,1,3,2124,21,24,1838,264,5,5,1,0,908,978
Harford Precinct 03-023,2401,24025,2435B,2402503-023,2402590232,24,03-023,2405950,4011,4014,3389,278,4,216,1,42,3038,84,126,2649,172,2,139,1,32,1638,1755
Harford Precinct 03-022,2401,24025,2435A,2402503-022,2402590232,24,03-022,,4317,4321,3943,158,6,115,0,44,3020,55,130,2768,115,6,73,0,32,1436,1482
Harford Precinct 04-001,2406,24025,2435A,2402504-001,2402590324,24,04-001,,4014,4018,3887,41,12,42,0,5,3089,31,36,2986,36,12,35,0,4,1419,1469
Harford Precinct 04-006,2406,24025,2435A,2402504-006,2402590324,24,04-006,,2656,2660,2578,30,0,12,0,6,2133,34,29,2076,27,0,9,0,3,971,998
Harford Precinct 04-003,2406,24025,2435A,2402504-003,2402590324,24,04-003,,3519,3527,3438,14,4,18,0,13,2739,40,32,2679,12,4,15,0,11,1264,1324
Harford Precinct 04-004,2406,24025,2435A,2402504-004,2402590324,24,04-004,,3332,3338,3169,77,7,18,0,4,2638,63,31,2516,70,5,14,0,4,1183,1237
Harford Precinct 03-005,2406,24025,2435A,2402503-005,2402590232,24,03-005,,5694,5696,5371,133,5,100,0,21,4064,66,121,3856,101,4,56,0,11,1867,1912
Harford Precinct 05-002,2406,24025,2435A,2402505-002,2402590416,24,05-002,,3112,3118,2993,68,4,12,0,11,2382,30,54,2293,49,3,10,0,9,1106,1139
Harford Precinct 03-004,2401,24025,2435A,2402503-004,2402590232,24,03-004,,2246,2255,2119,86,3,15,0,1,1721,31,40,1623,71,3,10,0,1,801,840
Harford Precinct 05-003,2406,24025,2435A,2402505-003,2402590416,24,05-003,,3461,3469,3322,30,10,25,0,13,2687,69,49,2591,25,8,19,0,10,1227,1292
Harford Precinct 01-003,2402,24025,2434A,2402501-003,2402590048,24,01-003,,2697,2710,1490,936,6,35,7,120,1935,116,250,1186,582,6,28,6,79,975,1154
Harford Precinct 01-005,2402,24025,2434A,2402501-005,2402590048,24,01-005,,3690,3700,2256,1125,19,76,17,99,2741,108,282,1755,778,14,65,12,63,1256,1327
Harford Precinct 01-010,2402,24025,2434A,2402501-010,2402590048,24,01-010,,5104,5110,3240,1424,11,188,1,73,3860,173,220,2602,974,6,145,1,62,1844,1949
Harford Precinct 01-019,2402,24025,2434A,2402501-019,2402590048,24,01-019,,4209,4217,2010,1870,12,103,3,57,3043,162,169,1618,1236,10,80,3,32,1395,1477
Harford Precinct 02-019,2402,24025,2434A,2402502-019,,24,02-019,,2112,2112,1393,451,16,44,15,91,1603,102,309,1108,314,16,41,11,70,328,760
