"NAME,C,38","CNG02,C,254","COUNTY,C,254","LEG02,C,254","VTD,C,254","MCD,C,254","STATE,C,254","VTD_1,C,254","PLACE,C,254","UNADJPOP,C,254","ADJ_POPULA,N,19,5","ADJ_WHITE,N,19,5","ADJ_BLACK,N,19,5","ADJ_AMINDI,N,19,5","ADJ_ASIAN,N,19,5","ADJ_HAWAII,N,19,5","ADJ_OTHER,N,19,5","ADJ_18__PO,N,19,5","ADJ2_RACES,N,19,5","UNADJHISP,N,19,5","ADJ_18__WH,N,19,5","ADJ_18__BL,N,19,5","ADJ_18__IN,N,19,5","ADJ_18__AS,N,19,5","ADJ_18__HW,N,19,5","ADJ_18__OT,N,19,5","HU_OCCUPIE,N,19,5","HOUSING_UN,N,19,5"
Prince George's Precinct 16-098,2404,24033,24022,2403316-098,2403391440,24,16-098,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 16-002,2404,24033,24022,2403316-002,2403391440,24,16-002,2441250,1231,1232,530,401,23,29,0,183,952,66,334,435,312,17,20,0,124,458,488
Prince George's Precinct 16-003,2405,24033,24022,2403316-003,2403391440,24,16-003,2441250,5991,5995,2555,2006,40,219,4,878,4710,293,1443,2133,1591,32,166,1,609,2333,2488
Prince George's Precinct 16-005,2404,24033,24022,2403316-005,2403391440,24,16-005,,198,198,67,74,6,6,0,40,154,5,70,60,53,5,5,0,31,60,65
Prince George's Precinct 17-010,2404,24033,24022,2403317-010,2403391532,24,17-010,,9064,9074,1762,2649,87,301,2,3785,6807,488,5761,1329,2118,67,231,2,2701,2194,2338
Prince George's Precinct 17-008,2404,24033,24022,2403317-008,2403391532,24,17-008,,6840,6844,1523,3485,13,645,4,945,5531,229,1492,1342,2783,10,580,4,644,2724,3004
Prince George's Precinct 17-009,2404,24033,24047,2403317-009,2403391532,24,17-009,,4813,4814,1477,1231,89,359,2,1377,3705,279,2570,1191,981,60,314,2,963,1413,1504
Prince George's Precinct 19-003,2405,24033,24022,2403319-003,,24,19-003,,2558,2558,2006,239,6,120,0,76,1964,111,288,1578,179,5,94,0,49,899,921
Prince George's Precinct 21-012,2405,24033,24022,2403321-012,,24,21-012,,585,585,431,75,0,43,0,12,465,24,28,353,55,0,36,0,9,202,206
Prince George's Precinct 21-017,2405,24033,24021,2403321-017,2403391900,24,21-017,,10775,10775,7135,1266,10,1731,6,274,10748,353,585,7123,1258,10,1724,6,274,363,368
Montgomery Precinct 13-018,2404,24031,24020,2403113-018,2403191160,24,13-018,2472450,4459,4464,2099,720,75,285,0,1003,3301,282,1799,1607,550,51,217,0,713,1419,1478
Montgomery Precinct 13-022,2404,24031,24020,2403113-022,2403191160,24,13-022,,8329,8341,2907,1856,95,489,11,2430,6284,553,4587,2246,1429,76,381,10,1755,2635,2743
Montgomery Precinct 13-015,2404,24031,24020,2403113-015,2403191160,24,13-015,2472450,5720,5727,1438,2102,26,731,4,1177,4247,249,2197,1093,1592,21,593,4,794,1725,1785
Montgomery Precinct 05-003,2404,24031,24020,2403105-003,2403190428,24,05-003,2438850,2750,2752,1305,706,9,318,0,295,2162,119,632,1065,548,4,263,0,202,915,965
Prince George's Precinct 17-012,2408,24033,24047,2403317-012,2403391532,24,17-012,2400400,7713,7722,1484,3480,114,264,1,2029,5999,350,3535,1165,2824,82,235,1,1432,2784,3195
Montgomery Precinct 05-014,2404,24031,24020,2403105-014,2403190428,24,05-014,2472450,8100,8114,2004,2290,67,1191,9,2098,5843,455,3910,1509,1676,44,887,7,1421,2326,2436
Montgomery Precinct 05-010,2404,24031,24020,2403105-010,2403190428,24,05-010,,4021,4024,1271,2069,2,277,7,242,3089,156,535,993,1572,2,235,5,176,1588,1739
Montgomery Precinct 05-005,2408,24031,24020,2403105-005,,24,05-005,2484375,3066,3067,1500,1047,6,255,5,101,2341,153,308,1189,772,2,215,3,69,1082,1110
Montgomery Precinct 05-007,2404,24031,24020,2403105-007,2403190428,24,05-007,,1365,1366,763,266,4,162,0,109,1065,62,261,609,216,4,126,0,75,480,495
Montgomery Precinct 05-006,2404,24031,24020,2403105-006,2403190428,24,05-006,,5965,5968,2014,2143,20,1074,1,443,4507,273,971,1664,1490,16,848,1,317,1866,1909
Prince George's Precinct 21-099,2405,24033,24021,2403321-099,2403391900,24,21-099,2418750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 21-005,2404,24033,24047,2403321-005,2403391900,24,21-005,,3676,3679,876,1310,36,402,4,895,2860,156,1477,713,1052,21,340,4,621,1062,1116
Prince George's Precinct 21-015,2405,24033,24021,2403321-015,2403391900,24,21-015,,2623,2624,1273,689,4,386,6,177,2324,89,359,1198,571,3,344,6,130,636,670
Prince George's Precinct 21-014,2405,24033,24021,2403321-014,2403391900,24,21-014,,2066,2068,700,612,14,167,0,469,1635,106,737,611,494,12,135,0,317,631,671
Montgomery Precinct 05-013,2404,24031,24020,2403105-013,2403190428,24,05-013,,9938,9948,1570,5831,50,811,15,1209,7213,462,2372,1254,4196,35,628,15,789,3818,4010
Prince George's Precinct 01-003,2405,24033,24021,2403301-003,2403390064,24,01-003,,6821,6823,1411,3526,31,662,8,884,5121,301,1703,1136,2616,25,536,6,597,2342,2536
Montgomery Precinct 05-004,2404,24031,24014,2403105-004,2403190428,24,05-004,2412350,1528,1529,531,689,5,204,0,49,1248,51,122,517,493,1,171,0,37,687,733
Howard Precinct 05-023,2407,24027,2412B,2402705-023,2402790420,24,05-023,2419125,1837,1838,1094,406,3,228,0,19,1477,88,80,946,296,3,181,0,12,740,763
Howard Precinct 05-009,2407,24027,2412B,2402705-009,2402790420,24,05-009,2419125,3649,3663,1349,1567,18,352,1,166,2688,210,515,1088,1053,12,286,1,125,1380,1444
Howard Precinct 05-002,2407,24027,2412B,2402705-002,2402790420,24,05-002,2419125,1065,1065,769,207,2,38,0,18,837,31,48,621,156,0,33,0,10,396,402
Howard Precinct 02-022,2407,24027,2409A,2402702-022,2402790144,24,02-022,,99,99,80,2,1,13,0,0,70,3,2,58,2,1,6,0,0,34,37
Howard Precinct 03-003,2407,24027,2409A,2402703-003,2402790236,24,03-003,,2833,2833,2174,212,4,340,0,16,2055,87,57,1600,156,4,250,0,7,928,954
Howard Precinct 03-001,2407,24027,2409A,2402703-001,2402790236,24,03-001,,2155,2157,1726,127,5,256,2,13,1665,28,40,1355,91,4,187,0,11,747,772
Howard Precinct 03-004,2407,24027,2409A,2402703-004,2402790236,24,03-004,,340,340,279,17,0,41,0,0,228,3,3,183,13,0,30,0,0,105,108
Howard Precinct 02-017,2407,24027,2409A,2402702-017,2402790144,24,02-017,,2893,2893,1807,127,0,867,0,14,2119,78,65,1338,88,0,659,0,3,932,955
Howard Precinct 05-015,2407,24027,2412B,2402705-015,2402790420,24,05-015,2419125,3367,3369,2134,667,3,389,0,41,2616,135,186,1725,493,2,304,0,33,1380,1418
Howard Precinct 05-008,2407,24027,2412B,2402705-008,2402790420,24,05-008,2419125,2504,2506,1424,753,10,131,0,65,2033,123,169,1270,537,9,107,0,45,1218,1305
Howard Precinct 05-004,2407,24027,2412B,2402705-004,2402790420,24,05-004,2419125,3262,3267,1580,1211,13,249,6,72,2614,136,234,1396,861,11,205,2,48,1494,1588
Howard Precinct 06-012,2403,24027,24013,2402706-012,2402790512,24,06-012,2419125,1041,1041,616,244,1,78,0,55,802,47,83,501,172,1,65,0,38,346,352
Howard Precinct 06-008,2403,24027,24013,2402706-008,2402790512,24,06-008,2419125,2806,2809,1091,951,58,213,4,346,2064,146,617,877,657,31,169,1,242,1094,1146
Howard Precinct 06-017,2403,24027,24013,2402706-017,2402790512,24,06-017,2419125,3471,3477,1407,1310,9,355,0,217,2612,179,465,1200,879,8,296,0,148,1402,1447
Howard Precinct 06-009,2403,24027,24013,2402706-009,2402790512,24,06-009,2419125,2904,2912,1134,1150,38,159,1,242,2152,188,590,942,796,23,127,1,164,1112,1174
Howard Precinct 05-014,2407,24027,2412B,2402705-014,2402790420,24,05-014,2419125,1036,1036,810,124,1,65,2,16,850,18,46,677,96,1,55,1,8,403,408
Howard Precinct 02-010,2407,24027,2409A,2402702-010,2402790144,24,02-010,2426000,1643,1644,1176,50,4,348,1,8,1184,57,43,889,34,3,237,1,8,546,551
Howard Precinct 05-003,2407,24027,2412B,2402705-003,2402790420,24,05-003,2419125,4029,4033,2028,1335,17,351,0,79,3240,223,303,1817,945,14,293,0,64,2009,2187
Howard Precinct 05-016,2407,24027,2412B,2402705-016,2402790420,24,05-016,2419125,2921,2921,1603,680,20,429,4,67,2420,118,242,1407,511,15,364,2,55,1491,1572
Howard Precinct 02-014,2407,24027,2409A,2402702-014,2402790144,24,02-014,2426000,1298,1299,976,78,3,189,1,8,994,44,57,772,65,1,136,1,5,488,498
Howard Precinct 06-005,2403,24027,24013,2402706-005,2402790512,24,06-005,2419125,1941,1941,1227,395,5,131,0,79,1506,104,201,1004,291,5,115,0,50,720,734
Howard Precinct 06-031,2403,24027,24013,2402706-031,2402790512,24,06-031,2419125,2263,2266,1000,874,14,168,0,109,1733,101,281,855,627,8,122,0,74,953,1009
Howard Precinct 06-010,2407,24027,24013,2402706-010,2402790512,24,06-010,2419125,2172,2172,1423,463,1,151,0,31,1628,103,154,1097,363,1,109,0,19,745,759
Howard Precinct 06-011,2403,24027,24013,2402706-011,2402790512,24,06-011,2419125,2041,2043,1164,429,4,311,0,54,1516,81,149,908,318,2,218,0,41,716,731
Howard Precinct 06-021,2403,24027,24013,2402706-021,2402790512,24,06-021,2419125,2286,2292,770,850,19,381,0,161,1804,111,308,676,616,10,321,0,116,1094,1169
Howard Precinct 06-014,2407,24027,24013,2402706-014,2402790512,24,06-014,2419125,2218,2221,1228,661,25,84,0,84,1660,139,248,981,472,19,67,0,60,783,798
Howard Precinct 06-016,2403,24027,24013,2402706-016,2402790512,24,06-016,2419125,3628,3634,1786,1124,14,415,4,162,2704,129,373,1411,787,11,325,2,105,1330,1378
Howard Precinct 06-006,2407,24027,24013,2402706-006,2402790512,24,06-006,2419125,1472,1472,1070,266,4,67,0,5,1142,60,61,852,208,4,54,0,5,560,569
Howard Precinct 02-020,2407,24027,2412B,2402702-020,2402790144,24,02-020,,1374,1374,1018,142,2,166,0,5,1146,41,45,870,116,1,126,0,5,762,800
Howard Precinct 02-013,2407,24027,2409A,2402702-013,2402790144,24,02-013,2426000,1363,1363,1038,65,2,206,0,1,965,51,38,755,48,0,139,0,1,462,473
Howard Precinct 02-004,2407,24027,2412B,2402702-004,2402790144,24,02-004,,3096,3098,1364,810,6,707,2,37,2260,172,211,1071,537,4,540,1,26,1205,1245
Howard Precinct 02-003,2407,24027,2409A,2402702-003,2402790144,24,02-003,,3746,3748,2843,327,11,456,2,3,2708,106,92,2091,235,8,322,2,2,1244,1270
Anne Arundel Precinct 04-007,2402,24003,24032,2400304-007,2400390284,24,04-007,,10354,10354,5943,2951,53,368,35,315,6637,689,1231,3969,1853,40,275,25,212,2775,3165
Anne Arundel Precinct 04-019,2402,24003,24032,2400304-019,2400390284,24,04-019,2458300,2963,2963,832,1675,19,130,7,92,2138,208,295,686,1162,13,108,6,73,1151,1198
Anne Arundel Precinct 04-011,2403,24003,24032,2400304-011,2400390284,24,04-011,2458300,2257,2268,1359,591,7,93,4,110,1683,104,198,1059,419,6,76,2,72,779,803
Anne Arundel Precinct 04-012,2403,24003,24032,2400304-012,2400390284,24,04-012,2458300,2341,2348,1644,399,6,140,1,44,1794,114,160,1298,308,6,111,1,24,924,949
Anne Arundel Precinct 04-003,2403,24003,2433A,2400304-003,2400390284,24,04-003,2458300,2508,2511,1992,246,13,132,2,38,1875,88,106,1516,173,9,107,1,29,883,916
Anne Arundel Precinct 04-002,2403,24003,24032,2400304-002,2400390284,24,04-002,2458300,2896,2896,2023,579,13,135,7,39,2203,100,172,1595,416,11,104,4,26,1162,1215
Anne Arundel Precinct 04-024,2402,24003,24032,2400304-024,2400390284,24,04-024,,5446,5460,2106,2529,8,389,10,109,3996,309,382,1724,1718,8,309,8,81,2045,2180
Anne Arundel Precinct 04-018,2402,24003,24032,2400304-018,2400390284,24,04-018,2471150,4409,4426,660,3212,17,174,11,147,2809,205,330,510,1942,11,138,9,94,1441,1606
Anne Arundel Precinct 02-023,2403,24003,24032,2400302-023,2400390100,24,02-023,2471150,3096,3098,2251,454,6,188,1,55,2337,143,197,1739,341,5,149,1,38,1060,1112
Anne Arundel Precinct 02-024,2403,24003,24032,2400302-024,2400390100,24,02-024,2471150,2818,2819,2073,431,8,153,4,41,2104,109,131,1596,310,8,114,4,25,963,996
Anne Arundel Precinct 01-020,2402,24003,24032,2400301-020,2400390008,24,01-020,2471150,3111,3115,1578,1060,11,230,0,69,2439,167,257,1281,830,9,189,0,44,1093,1119
Anne Arundel Precinct 01-021,2402,24003,24032,2400301-021,2400390008,24,01-021,2471150,3406,3412,842,2134,12,152,1,90,2225,181,229,669,1297,9,117,1,67,1207,1265
Anne Arundel Precinct 01-019,2402,24003,24032,2400301-019,2400390008,24,01-019,2471150,3301,3305,1403,1344,8,295,2,54,2396,199,287,1053,979,7,215,2,38,1144,1180
Anne Arundel Precinct 01-005,2402,24003,24032,2400301-005,2400390008,24,01-005,2471150,2402,2404,1429,496,10,305,2,43,1879,119,145,1170,370,8,240,1,32,838,880
Anne Arundel Precinct 01-024,2402,24003,24032,2400301-024,2400390008,24,01-024,2471150,1825,1826,984,559,4,162,4,37,1392,76,152,764,421,2,136,4,29,649,666
Anne Arundel Precinct 02-001,2403,24003,24032,2400302-001,2400390100,24,02-001,2471150,2106,2107,1622,267,5,110,0,36,1707,67,109,1338,216,5,93,0,23,817,844
Anne Arundel Precinct 01-006,2402,24003,24032,2400301-006,2400390008,24,01-006,,2686,2686,1393,872,5,218,6,58,2031,134,204,1100,638,5,172,3,40,890,926
Howard Precinct 01-010,2407,24027,2412A,2402701-010,2402790052,24,01-010,2441475,2210,2210,1470,325,3,313,2,34,1701,63,98,1176,224,3,247,2,19,978,1007
Howard Precinct 01-007,2403,24027,2412A,2402701-007,2402790052,24,01-007,2441475,440,440,258,84,1,82,0,1,366,14,13,223,64,1,68,0,1,229,266
Howard Precinct 01-003,2403,24027,2412A,2402701-003,2402790052,24,01-003,2441475,3713,3713,2387,443,6,654,1,46,2763,176,181,1865,315,6,478,1,26,1472,1514
Howard Precinct 01-012,2407,24027,2412A,2402701-012,2402790052,24,01-012,2441475,412,412,334,29,0,40,0,1,307,8,9,254,20,0,31,0,1,139,140
Howard Precinct 01-005,2407,24027,2409A,2402701-005,2402790052,24,01-005,2441475,930,930,717,87,0,112,0,3,595,11,26,452,60,0,76,0,3,259,261
Howard Precinct 02-025,2407,24027,2409A,2402702-025,2402790144,24,02-025,2426000,1673,1673,1353,99,7,158,0,7,1106,49,47,917,63,7,97,0,5,515,518
Howard Precinct 02-016,2407,24027,2409A,2402702-016,2402790144,24,02-016,2426000,3341,3341,2309,269,3,664,2,14,2449,80,87,1785,180,1,441,2,9,1220,1273
Howard Precinct 01-009,2403,24027,24013,2402701-009,2402790052,24,01-009,2441475,2571,2572,1560,388,6,457,0,39,1748,122,176,1069,268,3,332,0,28,847,866
Howard Precinct 01-014,2403,24027,24013,2402701-014,2402790052,24,01-014,2441475,2083,2083,1503,130,6,374,0,6,1552,64,54,1156,102,5,264,0,2,827,860
Howard Precinct 01-002,2403,24027,24013,2402701-002,2402790052,24,01-002,,4014,4017,2819,468,8,443,2,114,2889,163,311,2100,309,8,331,1,70,1420,1476
Howard Precinct 01-004,2403,24027,2409A,2402701-004,2402790052,24,01-004,2441475,4096,4096,2908,460,2,562,0,49,2586,115,121,1855,282,1,382,0,26,1146,1165
Howard Precinct 01-011,2403,24027,2412A,2402701-011,2402790052,24,01-011,,1663,1664,1291,154,3,159,0,0,1160,57,37,926,102,2,108,0,0,531,570
Howard Precinct 02-002,2407,24027,2409A,2402702-002,2402790144,24,02-002,2426000,3727,3728,2504,209,4,865,6,8,2734,132,91,1905,151,3,616,3,6,1320,1434
Howard Precinct 02-001,2407,24027,2409A,2402702-001,2402790144,24,02-001,2426000,2958,2960,1523,486,21,828,0,39,2182,63,100,1223,317,18,571,0,23,1159,1216
Howard Precinct 02-023,2407,24027,2409A,2402702-023,2402790144,24,02-023,2426000,3251,3252,1191,611,18,1266,0,78,2501,88,180,1007,450,8,921,0,60,1352,1421
Prince George's Precinct 21-007,2405,24033,24022,2403321-007,2403391900,24,21-007,,3123,3124,1750,472,25,262,4,451,2447,160,845,1473,338,19,226,2,293,1002,1051
Prince George's Precinct 02-009,2404,24033,24047,2403302-009,2403390156,24,02-009,,5546,5557,776,3767,22,71,5,755,3927,161,1407,547,2711,17,56,5,486,1773,1981
Prince George's Precinct 02-010,2404,24033,24022,2403302-010,2403390156,24,02-010,2486525,4110,4120,949,1902,45,71,6,1016,3032,131,1802,708,1463,31,60,6,682,1158,1249
Prince George's Precinct 02-006,2404,24033,24022,2403302-006,2403390156,24,02-006,,4915,4925,833,2568,56,90,9,1179,3469,190,1882,619,1899,34,78,5,716,1335,1442
Prince George's Precinct 02-004,2404,24033,24047,2403302-004,2403390156,24,02-004,,2993,2998,668,1354,52,51,1,749,2124,123,1186,513,993,34,42,1,481,862,944
Prince George's Precinct 20-007,2404,24033,24024,2403320-007,2403391808,24,20-007,,4549,4576,180,3961,21,5,4,308,3094,97,546,122,2687,18,5,2,206,1489,1557
Prince George's Precinct 20-012,2404,24033,24047,2403320-012,2403391808,24,20-012,2455400,3105,3113,192,2536,13,89,0,214,2340,69,339,159,1927,7,69,0,133,1280,1367
Prince George's Precinct 21-009,2405,24033,24022,2403321-009,2403391900,24,21-009,,1403,1403,632,447,6,242,2,24,1239,50,85,595,370,4,219,2,22,776,825
Prince George's Precinct 20-005,2405,24033,24022,2403320-005,2403391808,24,20-005,,3525,3528,793,1557,34,152,3,881,2549,108,1333,649,1151,23,120,3,546,945,999
Prince George's Precinct 20-006,2405,24033,24022,2403320-006,2403391808,24,20-006,,3283,3289,518,1780,17,179,0,717,2418,78,968,435,1343,10,135,0,446,992,1047
Prince George's Precinct 21-016,2405,24033,24022,2403321-016,2403391900,24,21-016,,2352,2357,452,1512,5,132,0,191,1803,65,359,369,1139,2,117,0,134,681,706
Prince George's Precinct 21-004,2405,24033,24021,2403321-004,2403391900,24,21-004,,3824,3827,1694,713,21,885,0,373,3237,141,777,1472,585,17,803,0,264,1519,2251
Prince George's Precinct 21-010,2405,24033,24021,2403321-010,,24,21-010,,3451,3456,1762,460,30,356,5,650,2726,193,1045,1533,367,22,273,5,412,1105,1197
Prince George's Precinct 01-008,2405,24033,24021,2403301-008,2403390064,24,01-008,2418750,1000,1001,512,230,7,113,0,104,851,35,240,456,195,5,102,0,67,447,467
Prince George's Precinct 21-098,2405,24033,24021,2403321-098,,24,21-098,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 01-005,2405,24033,24021,2403301-005,2403390064,24,01-005,2406400,3630,3632,1900,689,19,316,0,579,2861,129,1005,1605,532,10,246,0,398,1099,1150
Prince George's Precinct 21-008,2405,24033,24022,2403321-008,2403391900,24,21-008,,7321,7336,812,4419,50,221,17,1594,5001,223,2343,582,3053,32,174,13,1007,2436,2703
Prince George's Precinct 21-097,2405,24033,24021,2403321-097,2403391900,24,21-097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince George's Precinct 21-003,2405,24033,24022,2403321-003,2403391900,24,21-003,2434775,4232,4233,2341,1095,8,521,0,119,3493,149,303,2072,826,7,425,0,76,2173,2299
Prince George's Precinct 21-006,2405,24033,24022,2403321-006,2403391900,24,21-006,,3121,3122,2278,310,1,370,2,47,2660,114,144,1998,235,1,322,2,33,1501,1520
Prince George's Precinct 01-002,2405,24033,24021,2403301-002,2403390064,24,01-002,,2452,2453,1186,637,7,316,0,208,2025,99,424,1047,501,6,265,0,139,1120,1259
Prince George's Precinct 01-006,2405,24033,24021,2403301-006,2403390064,24,01-006,,2330,2332,479,1404,12,200,0,174,1733,63,315,392,1021,7,156,0,119,791,839
Prince George's Precinct 13-003,2404,24033,24024,2403313-003,2403391164,24,13-003,,3767,3790,68,3549,6,23,1,75,2459,68,177,45,2303,4,14,1,50,1272,1411
Prince George's Precinct 20-002,2404,24033,24047,2403320-002,2403391808,24,20-002,,2348,2353,367,1380,18,87,2,402,1721,97,626,280,1049,13,68,2,253,816,877
Prince George's Precinct 20-013,2404,24033,24047,2403320-013,2403391808,24,20-013,2455400,1334,1342,50,1100,5,33,0,103,965,51,157,41,801,5,26,0,60,552,632
Prince George's Precinct 20-003,2404,24033,24024,2403320-003,2403391808,24,20-003,,2499,2504,53,2293,8,52,0,75,1880,23,117,42,1725,7,39,0,49,769,798
Prince George's Precinct 20-011,2404,24033,24047,2403320-011,2403391808,24,20-011,,3816,3824,443,2610,10,72,0,615,2865,74,941,333,2028,8,50,0,394,1211,1323
Prince George's Precinct 20-001,2405,24033,24022,2403320-001,2403391808,24,20-001,,4539,4544,996,2315,17,241,0,856,3392,119,1311,816,1730,11,203,0,546,1267,1353
Prince George's Precinct 21-018,2405,24033,24022,2403321-018,2403391900,24,21-018,,4170,4177,716,2471,9,693,6,152,3365,130,312,623,1953,6,578,6,119,1834,1921
Prince George's Precinct 21-011,2405,24033,24022,2403321-011,2403391900,24,21-011,,5093,5096,649,3697,4,268,3,328,3795,147,498,583,2701,3,216,3,197,1975,2126
Prince George's Precinct 20-010,2405,24033,24022,2403320-010,2403391808,24,20-010,,3439,3444,908,1545,21,212,9,626,2489,123,1008,737,1102,13,152,5,407,959,1037
Prince George's Precinct 13-005,2404,24033,24024,2403313-005,2403391164,24,13-005,,4983,4992,601,4032,10,155,0,66,3868,128,165,570,3054,9,126,0,42,1759,1934
Prince George's Precinct 10-001,2405,24033,24021,2403310-001,2403390892,24,10-001,2473650,4659,4668,847,3029,14,145,1,416,3478,216,793,716,2215,14,122,1,277,1886,2106
Prince George's Precinct 10-002,2405,24033,24021,2403310-002,2403390892,24,10-002,,5996,6001,2111,2870,10,310,8,470,4597,222,966,1806,2076,10,249,7,327,2403,2569
Prince George's Precinct 10-004,2405,24033,24021,2403310-004,2403390892,24,10-004,2445900,4068,4076,1023,2321,24,276,2,266,3156,164,581,873,1727,15,236,2,201,1811,1953
Howard Precinct 06-024,2407,24027,24013,2402706-024,2402790512,24,06-024,2470530,2823,2825,1445,810,17,246,2,157,2072,148,303,1159,542,10,180,1,114,958,996
Prince George's Precinct 10-003,2405,24033,24021,2403310-003,2403390892,24,10-003,,3274,3284,1594,1030,9,146,0,391,2627,114,680,1348,811,8,113,0,283,1493,1615
Howard Precinct 06-015,2407,24027,24013,2402706-015,2402790512,24,06-015,2470530,2907,2911,1186,1038,8,397,1,103,2042,178,344,929,667,5,289,1,71,991,1037
Prince George's Precinct 10-009,2405,24033,24021,2403310-009,2403390892,24,10-009,,5929,5937,1266,3346,35,457,7,585,4456,241,1094,1112,2392,23,345,6,441,2501,2704
Anne Arundel Precinct 04-017,2403,24003,24021,2400304-017,2400390284,24,04-017,2451075,4231,4237,2214,1098,11,197,1,517,3183,199,979,1775,805,8,155,1,344,1521,1619
Anne Arundel Precinct 04-001,2403,24003,24021,2400304-001,2400390284,24,04-001,2451075,3526,3527,1452,1328,18,213,2,382,2643,132,674,1186,928,15,156,2,278,1239,1308
Howard Precinct 06-034,2407,24027,24013,2402706-034,2402790512,24,06-034,2470530,3433,3436,1265,1540,24,239,3,197,2655,168,509,1060,1172,18,186,2,128,1512,1579
Howard Precinct 06-002,2407,24027,24013,2402706-002,2402790512,24,06-002,2470530,4305,4307,1780,1697,15,416,5,138,3016,256,471,1339,1148,7,314,5,86,1435,1585
Anne Arundel Precinct 04-009,2403,24003,24021,2400304-009,2400390284,24,04-009,2451075,3557,3565,1342,1580,5,446,1,31,2654,160,224,1061,1139,4,347,1,26,1331,1371
